battery_current_A,battery_voltage_V,state_of_charge_percent,ambient_temperature_C,battery_temperature_C,coolant_inlet_temperature_C,coolant_flow_rate_kg_s,coolant_pressure_Pa,nanoparticle_concentration_percent,reynolds_number,heat_transfer_coefficient_W_m2K,microchannel_width_mm,microchannel_height_mm,discharge_rate_C,max_battery_temperature_C,temperature_rise_C,thermal_risk_score,thermal_risk_label,hotspot_risk_score
9.451,3.34,15.89,38.24,48.11,32.72,0.01301,141672.4,0.117,8000.0,20537.3,0.549,0.236,3.861,50.77,12.52,86.18,CRITICAL,58.49
1.583,3.601,75.46,29.98,34.0,23.45,0.03873,187277.4,4.01,8000.0,20837.3,0.435,0.518,1.358,31.22,1.24,0.0,NORMAL,0.0
11.615,3.723,30.71,37.22,49.82,35.52,0.00583,108871.5,4.454,7911.2,20636.82,0.896,0.581,4.022,55.48,18.27,100.0,CRITICAL,77.64
5.85,3.242,36.9,32.28,38.95,27.87,0.01493,100830.4,4.642,8000.0,20803.36,0.315,0.273,1.939,37.15,4.87,12.58,NORMAL,10.21
5.556,4.038,68.6,27.49,33.19,24.6,0.01316,140431.9,2.305,8000.0,20876.82,0.776,0.628,1.628,29.41,1.93,0.0,NORMAL,3.43
11.299,4.086,26.99,35.22,44.58,38.3,0.00967,174528.0,2.197,8000.0,20827.17,0.56,0.232,3.602,49.6,14.38,80.44,CRITICAL,52.64
1.722,3.832,38.97,23.27,22.82,20.49,0.01688,142075.1,1.871,8000.0,20788.91,0.491,0.34,0.529,23.27,0.0,0.0,NORMAL,0.0
6.5,3.78,72.79,32.48,39.73,29.26,0.02828,131237.6,0.416,8000.0,20515.14,0.977,0.768,2.145,35.51,3.03,12.58,NORMAL,4.72
4.507,3.587,38.37,26.12,30.17,26.78,0.02179,157366.8,4.372,8000.0,20995.65,0.7,0.652,1.745,28.81,2.69,0.0,NORMAL,0.0
9.918,4.178,18.25,39.81,50.15,34.92,0.01903,143828.5,1.265,8000.0,20572.47,0.922,0.671,3.018,51.55,11.74,84.41,CRITICAL,53.12
9.664,3.636,19.0,31.34,40.13,34.22,0.01038,156514.7,0.758,8000.0,20672.4,0.642,0.736,2.652,41.13,9.79,34.92,CAUTION,38.69
8.808,3.406,58.71,26.7,33.98,26.47,0.02661,170932.3,3.827,8000.0,20873.44,0.866,0.399,1.03,30.09,3.39,0.0,NORMAL,0.0
4.005,4.161,99.86,23.32,25.81,18.34,0.02162,197838.7,0.693,8000.0,20535.73,0.478,0.568,0.659,23.79,0.48,0.0,NORMAL,0.0
2.543,4.035,57.09,20.99,22.08,18.33,0.03498,109338.4,3.823,8000.0,20810.15,0.575,0.603,0.964,22.0,0.0,0.0,NORMAL,0.0
14.484,3.527,97.97,36.23,52.42,38.45,0.00741,152238.8,4.165,8000.0,20903.01,0.552,0.59,4.312,53.55,17.32,94.5,CRITICAL,76.54
10.052,3.758,91.59,39.21,49.46,37.61,0.00613,152194.3,1.289,8000.0,20543.78,0.546,0.321,4.924,53.55,14.34,100.0,CRITICAL,70.39
13.633,3.785,88.97,38.19,50.86,39.05,0.01333,107540.2,0.504,8000.0,20426.82,0.663,0.235,3.121,53.92,15.73,100.0,CRITICAL,68.08
1.511,4.077,50.25,28.48,31.83,23.48,0.02943,195451.4,1.839,8000.0,20647.59,0.312,0.419,1.333,29.6,1.12,0.0,NORMAL,0.0
1.158,3.748,60.87,24.96,28.01,19.88,0.03438,174529.1,0.67,8000.0,20595.03,0.727,0.748,1.467,24.96,0.0,0.0,NORMAL,0.0
10.741,3.618,67.15,32.13,41.5,29.33,0.00784,106815.9,2.925,8000.0,20765.23,0.381,0.582,2.444,42.61,10.48,45.47,CAUTION,34.57
9.996,3.792,10.77,33.1,42.7,31.41,0.01841,197710.2,4.499,8000.0,20879.09,0.478,0.422,3.556,41.0,7.9,41.83,CAUTION,31.79
1.765,4.172,13.93,29.98,31.23,19.54,0.02874,107033.5,2.593,8000.0,21008.17,0.702,0.423,0.547,33.69,3.71,0.0,NORMAL,0.0
8.688,3.252,96.36,28.25,36.2,29.54,0.02946,110328.4,1.171,8000.0,20582.65,0.963,0.559,2.437,31.63,3.38,0.0,NORMAL,10.18
4.171,3.847,49.58,27.41,31.7,23.67,0.02059,81583.6,2.981,8000.0,20900.46,0.861,0.771,1.453,29.34,1.93,0.0,NORMAL,0.0
1.454,3.282,85.21,23.62,25.49,20.25,0.03988,93504.7,0.452,8000.0,20384.95,0.496,0.376,0.902,23.62,0.0,0.0,NORMAL,0.0
3.219,3.463,21.03,26.33,30.49,21.91,0.018,89504.6,1.533,8000.0,20430.43,0.994,0.453,1.178,27.61,1.27,0.0,NORMAL,0.0
3.539,3.896,33.19,29.03,31.96,19.47,0.02088,192036.2,4.573,8000.0,21074.53,0.338,0.798,1.457,30.62,1.59,0.0,NORMAL,0.0
3.735,3.91,14.71,24.89,27.8,18.07,0.03621,182809.4,4.256,8000.0,20947.54,0.315,0.526,1.244,25.54,0.64,0.0,NORMAL,0.0
14.394,4.034,78.62,37.65,50.96,38.52,0.0093,161696.7,3.85,8000.0,20957.5,0.436,0.499,4.939,55.41,17.76,100.0,CRITICAL,76.97
5.0,3.741,33.28,30.25,35.89,29.54,0.0247,126459.5,3.408,8000.0,20887.65,0.553,0.595,1.095,33.48,3.23,0.0,NORMAL,0.0
14.216,4.002,81.18,41.8,54.87,33.44,0.01484,170223.7,3.669,8000.0,20740.82,0.912,0.655,3.238,56.65,14.84,100.0,CRITICAL,74.81
3.531,3.703,80.11,22.73,27.86,20.73,0.02446,137979.4,3.19,8000.0,20839.92,0.889,0.427,1.327,22.73,0.0,0.0,NORMAL,0.0
1.018,3.402,19.26,25.75,27.19,23.48,0.03805,195337.0,2.838,8000.0,20871.3,0.68,0.704,0.751,26.82,1.06,0.0,NORMAL,0.0
4.808,3.645,35.72,23.9,29.37,24.37,0.0263,83945.3,0.256,8000.0,20385.56,0.596,0.342,1.162,25.05,1.15,0.0,NORMAL,2.43
5.621,3.373,58.21,28.29,34.67,29.1,0.01996,80892.1,0.495,8000.0,20515.9,0.353,0.247,1.549,30.83,2.54,0.0,NORMAL,0.0
1.83,3.746,82.6,26.51,28.25,24.68,0.01707,125656.2,1.159,8000.0,20664.38,0.48,0.526,0.806,28.18,1.67,0.0,NORMAL,0.0
7.929,3.716,81.81,34.52,41.83,27.21,0.02514,180949.1,2.737,8000.0,20687.63,0.662,0.558,1.6,39.79,5.27,34.77,CAUTION,24.72
10.714,3.461,58.52,30.4,39.4,33.25,0.00793,161791.4,1.101,8000.0,20691.11,0.422,0.385,2.143,41.77,11.37,39.01,CAUTION,34.56
11.79,3.686,72.57,36.47,46.45,28.79,0.01666,118894.8,2.334,8000.0,20665.6,0.748,0.371,2.384,46.12,9.65,55.48,HIGH,37.0
4.576,3.804,94.53,23.85,27.99,20.2,0.01924,91911.6,2.911,8000.0,20619.57,0.867,0.481,1.227,24.36,0.52,0.0,NORMAL,0.0
6.476,3.635,46.97,29.96,36.19,22.6,0.02097,147564.7,3.744,8000.0,20904.82,0.391,0.493,1.146,33.8,3.84,3.67,NORMAL,0.0
4.695,3.424,21.81,24.22,28.07,23.47,0.02942,147368.1,2.791,8000.0,20863.92,0.697,0.674,0.939,24.69,0.48,0.0,NORMAL,0.0
1.278,4.154,22.24,27.03,28.71,18.09,0.02598,83760.1,3.381,8000.0,20951.17,0.604,0.581,1.411,27.63,0.6,0.0,NORMAL,0.0
5.237,4.003,43.73,34.41,38.29,29.49,0.01027,179526.7,2.265,8000.0,20868.43,0.64,0.702,1.177,40.19,5.78,30.17,CAUTION,21.3
8.315,3.413,20.46,29.6,37.59,28.53,0.02168,170820.3,4.613,8000.0,20835.81,0.352,0.613,1.008,34.77,5.17,2.83,NORMAL,14.11
5.43,3.677,89.3,26.73,31.34,25.58,0.02536,139557.2,3.82,8000.0,20880.99,0.77,0.336,2.357,28.73,2.0,0.0,NORMAL,1.1
4.62,3.578,58.67,26.08,31.77,21.05,0.01758,100735.6,2.228,8000.0,20816.25,0.762,0.698,1.444,26.54,0.46,0.0,NORMAL,6.11
13.396,4.197,79.22,39.08,50.99,36.06,0.01195,143807.8,0.902,8000.0,20643.47,0.521,0.339,3.7,56.04,16.96,100.0,CRITICAL,76.6
11.413,3.922,99.42,39.44,51.33,34.53,0.01127,155603.0,3.548,8000.0,20828.66,0.602,0.544,4.414,50.65,11.21,92.42,CRITICAL,68.82
2.04,3.849,46.36,21.15,23.3,22.29,0.03551,189320.4,2.232,8000.0,20854.07,0.9,0.344,1.34,22.0,0.0,0.0,NORMAL,0.0
10.428,3.347,82.2,31.36,40.78,31.23,0.01226,108252.0,1.123,8000.0,20665.69,0.599,0.51,2.893,41.55,10.18,40.35,CAUTION,40.97
1.968,3.39,76.1,21.24,23.31,24.04,0.02891,173928.4,3.004,8000.0,20898.87,0.982,0.431,1.431,22.0,0.0,0.0,NORMAL,0.0
7.36,4.131,32.89,33.2,40.37,26.91,0.01212,140415.6,1.936,8000.0,20590.56,0.95,0.511,1.324,39.87,6.67,29.8,CAUTION,24.21
10.296,3.649,20.42,30.96,39.88,28.76,0.00773,86435.1,3.887,8000.0,20857.98,0.969,0.499,3.223,41.16,10.2,34.98,CAUTION,38.19
12.911,3.215,10.89,35.56,46.78,34.42,0.00647,176116.2,1.412,8000.0,20585.01,0.304,0.453,2.66,54.51,18.95,100.0,CRITICAL,77.35
12.655,3.697,84.41,32.57,46.34,28.78,0.01468,149439.9,2.346,8000.0,20729.95,0.912,0.67,2.87,43.84,11.27,53.89,HIGH,46.58
3.148,3.818,98.19,22.19,27.11,20.17,0.03008,85839.7,1.768,8000.0,20649.26,0.701,0.671,0.725,22.19,0.0,0.0,NORMAL,0.0
10.302,3.491,44.83,32.62,42.91,31.39,0.01898,161891.7,4.244,8000.0,21029.81,0.342,0.452,2.975,38.05,5.42,22.89,NORMAL,13.2
6.507,3.625,58.03,29.93,36.15,22.25,0.02363,146937.4,2.126,8000.0,20656.98,0.711,0.711,2.285,33.23,3.3,0.0,NORMAL,0.0
1.472,3.476,27.64,25.78,28.53,21.52,0.01793,128212.4,1.177,8000.0,20598.62,0.846,0.419,1.26,25.78,0.0,0.0,NORMAL,0.0
3.57,3.642,79.94,24.01,26.81,22.36,0.02357,90907.8,4.31,8000.0,20994.04,0.619,0.546,1.194,24.14,0.14,0.0,NORMAL,0.0
11.594,4.184,11.88,39.56,52.15,33.05,0.01027,186880.5,4.636,8000.0,20862.06,0.845,0.267,3.278,53.38,13.83,96.6,CRITICAL,76.16
8.022,3.659,22.14,29.15,38.28,27.42,0.01305,191584.2,1.846,8000.0,20672.74,0.893,0.704,1.544,32.69,3.54,0.0,NORMAL,2.69
6.224,4.006,94.54,26.33,33.25,22.41,0.0298,192358.1,4.39,8000.0,20954.17,0.616,0.303,1.842,27.36,1.03,0.0,NORMAL,0.0
12.578,3.329,37.45,44.36,55.0,31.72,0.00842,155851.2,2.451,8000.0,20710.56,0.687,0.576,4.918,63.79,19.43,100.0,CRITICAL,82.56
6.104,3.99,58.64,28.19,33.01,28.15,0.02192,87584.5,3.663,8000.0,20827.23,0.82,0.766,1.724,30.98,2.8,0.0,NORMAL,0.0
3.537,3.706,50.08,28.92,31.21,18.84,0.02797,156481.6,1.362,8000.0,20659.99,0.3,0.404,1.236,30.14,1.22,0.0,NORMAL,0.0
4.215,3.567,25.97,27.14,31.75,22.61,0.0208,180098.6,0.799,8000.0,20509.92,0.87,0.327,0.836,29.0,1.86,0.0,NORMAL,0.58
4.421,3.776,73.57,32.87,37.45,24.43,0.02187,199240.2,2.597,8000.0,20779.55,0.371,0.526,1.34,36.7,3.82,13.15,NORMAL,2.03
9.863,3.551,91.32,38.01,48.2,28.54,0.0055,147412.2,2.013,7412.3,19194.41,0.779,0.71,2.574,51.58,13.57,84.23,CRITICAL,60.28
4.372,4.01,61.02,29.59,34.19,27.58,0.01825,122724.5,0.001,8000.0,20519.88,0.503,0.734,1.125,32.34,2.75,0.0,NORMAL,0.0
8.399,3.989,33.88,27.21,37.13,27.01,0.02956,134082.4,0.228,8000.0,20578.71,0.967,0.335,2.315,31.56,4.35,0.0,NORMAL,4.52
7.686,3.43,86.45,29.83,37.22,29.56,0.0292,148954.4,3.137,8000.0,20849.5,0.987,0.784,1.112,32.83,3.0,0.0,NORMAL,0.0
5.614,3.632,36.53,26.96,31.15,29.4,0.01996,179072.2,1.727,8000.0,20650.86,0.41,0.551,1.098,28.48,1.52,0.0,NORMAL,5.0
7.246,3.338,83.47,36.12,43.23,32.28,0.0107,193358.2,0.165,8000.0,20707.49,0.71,0.586,3.671,45.22,9.11,56.42,HIGH,44.54
2.775,3.206,87.16,20.65,24.93,22.79,0.01723,106926.0,2.149,8000.0,20759.36,0.315,0.349,1.004,22.0,0.0,0.0,NORMAL,0.0
8.861,3.496,86.57,38.03,46.96,33.16,0.01903,109941.9,0.62,8000.0,20486.89,0.967,0.414,3.174,46.53,8.51,59.35,HIGH,42.67
7.624,3.761,74.91,28.05,35.3,27.78,0.02491,180336.0,0.753,8000.0,20635.86,0.978,0.266,1.663,31.4,3.35,0.0,NORMAL,3.85
3.769,3.959,96.33,20.08,22.07,18.22,0.01669,135269.1,3.801,8000.0,20851.63,0.616,0.649,0.517,22.0,0.0,0.0,NORMAL,3.14
7.864,4.15,90.52,30.47,37.05,28.2,0.01171,113005.4,0.387,8000.0,20586.33,0.532,0.412,1.757,35.64,5.17,12.59,NORMAL,18.25
4.464,3.623,94.03,27.22,33.96,22.74,0.02385,94467.1,2.301,8000.0,20758.84,0.74,0.567,2.228,29.07,1.85,0.0,NORMAL,17.31
4.369,3.203,48.6,29.06,34.28,26.68,0.01494,102063.0,1.635,8000.0,20679.76,0.843,0.664,1.905,31.24,2.17,0.0,NORMAL,0.0
9.156,3.85,31.83,35.89,45.79,29.37,0.01765,119913.8,4.895,8000.0,21026.61,0.952,0.563,3.451,44.86,8.98,58.27,HIGH,43.18
1.34,3.407,99.77,21.18,21.92,18.2,0.02311,83496.3,0.109,8000.0,20412.5,0.594,0.3,0.665,22.0,0.0,0.0,NORMAL,0.0
4.33,3.776,22.56,28.49,31.65,22.95,0.02391,196566.9,2.275,8000.0,20670.13,0.583,0.275,1.213,28.49,0.0,0.0,NORMAL,0.47
3.298,3.652,62.44,26.62,29.36,20.44,0.03687,145609.0,3.496,8000.0,20800.17,0.656,0.467,0.588,28.41,1.79,0.0,NORMAL,0.0
2.077,3.478,72.22,23.91,26.34,22.52,0.03985,178803.4,4.715,8000.0,20934.07,0.441,0.46,0.747,24.82,0.92,0.0,NORMAL,0.0
8.482,3.499,42.1,34.51,41.55,29.24,0.02601,132819.2,1.577,8000.0,20777.36,0.308,0.399,1.872,40.31,5.8,28.4,CAUTION,15.02
7.9,3.542,35.15,32.69,40.27,33.38,0.01434,194935.2,3.172,8000.0,20857.6,0.908,0.235,2.803,39.01,6.32,20.25,NORMAL,20.93
5.725,3.375,23.34,33.43,39.21,27.45,0.01744,130833.6,1.278,8000.0,20653.23,0.61,0.31,1.982,39.27,5.85,25.28,CAUTION,12.09
4.408,3.906,13.66,23.36,25.62,21.01,0.0323,127788.8,3.148,8000.0,20810.37,0.783,0.521,0.887,24.6,1.24,0.0,NORMAL,0.0
1.711,3.595,97.95,28.54,30.92,24.07,0.02116,167270.1,0.437,8000.0,20728.5,0.843,0.767,0.702,28.54,0.0,0.0,NORMAL,0.0
3.568,3.918,49.44,24.32,26.57,18.48,0.01958,147499.7,1.431,8000.0,20591.96,0.575,0.336,0.882,25.48,1.16,0.0,NORMAL,0.0
8.547,3.782,36.11,25.45,33.89,29.15,0.02504,116761.4,2.221,8000.0,20790.96,0.571,0.222,1.093,29.42,3.97,0.0,NORMAL,0.0
3.839,3.427,26.64,22.42,25.26,22.9,0.03903,80121.0,0.301,8000.0,20601.46,0.985,0.299,0.771,22.42,0.0,0.0,NORMAL,0.0
8.139,3.521,30.87,29.46,35.69,24.85,0.02962,94824.3,0.977,8000.0,20662.4,0.872,0.556,2.165,33.01,3.54,0.0,NORMAL,0.0
8.923,4.124,57.33,30.43,37.94,29.78,0.00861,111220.2,0.527,8000.0,20523.27,0.827,0.31,3.474,40.34,9.91,27.97,CAUTION,30.68
7.16,3.622,32.02,32.39,37.39,23.29,0.02889,92876.3,4.726,8000.0,20890.31,0.398,0.287,1.611,37.99,5.6,19.76,NORMAL,8.7
3.109,3.313,34.47,26.17,28.01,22.44,0.03142,142055.6,2.56,8000.0,20790.67,0.467,0.706,1.117,28.12,1.95,0.0,NORMAL,0.0
4.167,3.843,98.84,28.14,31.67,21.64,0.03849,120590.8,2.936,8000.0,20801.57,0.969,0.549,1.477,30.26,2.11,0.0,NORMAL,0.0
7.53,3.542,63.34,29.02,36.98,24.94,0.01015,163937.0,4.092,8000.0,20891.43,0.611,0.764,1.976,33.97,4.94,3.21,NORMAL,13.52
8.573,3.666,19.21,31.75,36.57,24.93,0.02045,136946.9,1.716,8000.0,20639.12,0.33,0.654,1.026,37.41,5.66,22.53,NORMAL,18.29
4.235,3.406,77.87,21.15,24.07,22.17,0.0328,105297.8,0.501,8000.0,20617.56,0.885,0.387,1.104,22.0,0.0,0.0,NORMAL,0.0
8.647,3.213,17.08,37.93,48.79,29.87,0.01041,132690.2,0.845,8000.0,20571.21,0.326,0.547,3.587,49.07,11.14,77.73,CRITICAL,55.49
7.319,3.785,38.68,28.68,34.8,25.66,0.01901,167436.9,3.439,8000.0,20771.08,0.557,0.4,1.518,31.85,3.18,0.0,NORMAL,2.82
4.318,3.634,40.53,29.53,34.12,20.36,0.01721,142425.7,4.737,8000.0,21178.58,0.557,0.212,1.213,32.47,2.94,0.0,NORMAL,0.0
1.758,3.605,72.4,26.63,29.1,21.13,0.03956,131037.7,2.251,8000.0,20840.35,0.521,0.462,1.098,26.63,0.0,0.0,NORMAL,0.0
1.422,4.123,16.79,25.98,26.85,20.6,0.01945,123098.8,1.541,8000.0,20621.93,0.833,0.782,0.867,27.23,1.24,0.0,NORMAL,0.0
1.953,3.461,62.07,21.97,23.54,24.2,0.03525,163159.0,4.407,8000.0,21084.96,0.405,0.679,0.984,22.0,0.0,0.0,NORMAL,0.0
2.041,3.786,57.53,24.48,27.83,23.95,0.03972,165752.5,1.986,8000.0,20587.63,0.407,0.205,1.343,25.03,0.54,0.0,NORMAL,0.0
6.47,4.027,40.21,33.7,41.41,22.67,0.01227,155510.6,0.646,8000.0,20469.02,0.618,0.413,2.06,39.16,5.46,22.77,NORMAL,18.42
4.745,3.655,53.33,29.24,31.94,20.13,0.03155,148352.6,1.292,8000.0,20590.36,0.972,0.612,0.958,30.07,0.82,0.0,NORMAL,0.0
11.208,3.953,51.94,34.46,45.94,31.19,0.01161,123052.0,3.903,8000.0,21000.25,0.339,0.607,2.697,46.22,11.75,66.22,HIGH,52.41
14.714,3.759,97.69,43.85,55.0,32.99,0.00778,169561.9,4.312,8000.0,20879.02,0.866,0.346,3.389,63.96,20.11,100.0,CRITICAL,77.86
1.046,3.551,70.4,25.3,27.61,24.93,0.01812,185293.7,3.955,8000.0,20965.95,0.974,0.442,0.983,25.37,0.07,0.0,NORMAL,0.0
4.045,4.107,36.63,21.83,26.78,22.43,0.02352,95128.7,4.921,8000.0,20917.99,0.306,0.641,1.205,23.28,1.45,0.0,NORMAL,2.26
9.823,3.577,81.64,31.39,41.03,33.24,0.01943,190458.8,0.667,8000.0,20582.29,0.456,0.771,2.92,39.76,8.37,32.28,CAUTION,23.23
13.133,3.659,50.49,43.44,55.0,31.09,0.01388,107893.6,2.455,8000.0,20762.95,0.339,0.394,4.657,60.78,17.35,100.0,CRITICAL,66.28
7.777,3.848,18.67,37.99,47.73,34.75,0.01344,96134.8,3.301,8000.0,20778.64,0.683,0.257,3.991,46.09,8.1,63.85,HIGH,37.07
3.651,3.794,22.69,20.85,24.02,21.75,0.03598,160030.0,4.884,8000.0,21029.15,0.967,0.578,1.426,22.0,0.0,0.0,NORMAL,0.0
3.976,3.712,61.0,23.52,27.56,21.69,0.02533,132581.3,4.742,8000.0,20902.92,0.886,0.451,1.116,23.85,0.33,0.0,NORMAL,0.0
3.546,3.89,24.71,20.54,23.01,22.16,0.01706,197583.1,1.786,8000.0,20583.25,0.728,0.544,0.596,22.0,0.23,0.0,NORMAL,0.0
9.477,3.894,84.98,35.0,45.51,33.57,0.00561,129732.2,4.443,8000.0,20901.54,0.96,0.376,3.001,47.11,12.11,68.23,HIGH,55.82
7.503,3.73,24.58,31.88,38.42,26.0,0.02303,158496.7,2.576,8000.0,20665.82,0.623,0.557,1.051,36.59,4.71,13.2,NORMAL,19.82
7.803,3.706,43.35,25.97,33.95,28.81,0.02923,97848.6,0.482,8000.0,20448.47,0.989,0.293,2.12,29.69,3.72,0.0,NORMAL,0.0
8.471,3.365,60.06,25.76,31.16,26.36,0.01493,130335.2,0.291,8000.0,20665.19,0.443,0.235,1.794,31.37,5.62,0.0,NORMAL,9.61
3.826,3.911,99.75,27.47,30.81,19.73,0.03894,161771.1,4.996,8000.0,20983.54,0.859,0.717,1.492,27.47,0.0,0.0,NORMAL,0.0
8.578,4.191,14.24,33.84,40.91,23.51,0.01515,94509.2,4.71,8000.0,20958.42,0.349,0.218,2.085,40.23,6.39,25.76,CAUTION,20.05
2.742,3.491,66.94,20.39,22.07,21.67,0.01683,148989.0,3.16,8000.0,20794.59,0.303,0.436,0.784,22.0,0.0,0.0,NORMAL,0.0
7.083,3.4,54.79,26.11,33.7,25.17,0.01194,194598.2,3.499,8000.0,20810.65,0.649,0.448,2.311,30.44,4.33,0.0,NORMAL,11.39
6.505,4.139,50.7,30.82,35.75,24.73,0.02426,115742.9,2.921,8000.0,20590.29,0.853,0.482,1.479,33.48,2.66,0.0,NORMAL,0.0
5.263,3.611,31.42,29.53,34.33,26.4,0.02932,152246.8,3.977,8000.0,20975.41,0.333,0.764,1.17,32.46,2.93,0.0,NORMAL,0.0
1.576,3.892,10.72,27.96,31.99,24.89,0.02576,155421.0,1.414,8000.0,20808.45,0.855,0.431,1.22,29.84,1.88,0.0,NORMAL,0.0
10.004,3.671,82.7,32.13,41.82,29.84,0.01893,180273.9,1.246,8000.0,20585.24,0.953,0.58,3.583,40.02,7.89,34.85,CAUTION,31.07
4.034,3.763,77.82,31.09,33.96,29.71,0.01522,98260.1,2.507,8000.0,20760.97,0.328,0.485,2.099,34.9,3.81,4.19,NORMAL,0.0
1.671,3.534,20.02,28.01,31.16,21.51,0.01927,165797.8,1.02,8000.0,20625.15,0.356,0.592,1.376,29.7,1.68,0.0,NORMAL,0.0
1.112,3.971,59.2,26.42,27.36,21.51,0.03446,146401.0,2.585,8000.0,20723.39,0.874,0.785,1.046,27.42,1.0,0.0,NORMAL,0.0
5.769,3.704,40.25,26.37,31.35,29.35,0.02058,145359.9,4.778,8000.0,20931.95,0.41,0.747,1.077,28.01,1.64,0.0,NORMAL,1.45
4.064,3.682,19.71,23.93,26.53,24.98,0.0196,156420.3,1.536,8000.0,20683.66,0.412,0.752,1.484,24.19,0.25,0.0,NORMAL,0.0
1.921,3.761,51.35,21.68,25.32,24.24,0.02672,175147.4,3.016,8000.0,20695.12,0.669,0.68,1.358,22.0,0.0,0.0,NORMAL,0.0
3.992,4.138,10.4,21.57,26.27,21.93,0.02617,166216.6,4.489,8000.0,21019.09,0.725,0.582,0.622,22.0,0.0,0.0,NORMAL,0.52
2.693,4.018,52.27,22.12,25.42,18.1,0.02775,86562.3,2.859,8000.0,20747.77,0.502,0.572,0.718,22.12,0.0,0.0,NORMAL,0.0
2.756,3.26,22.78,20.33,24.68,19.12,0.0305,137511.6,0.522,8000.0,20375.06,0.673,0.553,1.373,22.0,0.0,0.0,NORMAL,0.0
7.843,3.559,41.77,29.93,37.58,25.15,0.01512,160523.4,3.108,8000.0,20724.09,0.421,0.325,1.766,34.31,4.38,0.0,NORMAL,5.04
4.513,3.354,43.88,21.47,24.69,21.11,0.02042,81001.0,3.008,8000.0,20774.35,0.319,0.681,1.124,22.0,0.0,0.0,NORMAL,1.18
6.665,4.112,16.52,26.22,31.1,25.27,0.01968,116054.0,1.584,8000.0,20728.21,0.35,0.616,1.118,28.92,2.7,0.0,NORMAL,0.0
4.684,3.446,65.61,26.98,31.4,18.13,0.03821,93641.6,3.08,8000.0,20916.72,0.584,0.604,1.397,26.98,0.0,0.0,NORMAL,0.0
4.519,3.967,56.01,29.58,33.76,20.42,0.0309,117991.7,3.836,8000.0,20948.33,0.428,0.62,0.953,31.95,2.36,0.0,NORMAL,0.0
1.395,3.815,69.41,22.63,23.96,22.58,0.02717,171108.3,4.055,8000.0,20939.98,0.746,0.627,0.581,22.63,0.0,0.0,NORMAL,0.0
7.031,3.967,84.18,32.29,36.95,33.62,0.01949,174200.6,3.914,8000.0,20956.47,0.682,0.298,2.148,36.91,4.62,19.09,NORMAL,13.03
10.155,3.869,39.16,43.14,53.9,38.78,0.01305,160349.6,2.522,8000.0,20701.8,0.722,0.736,4.655,57.85,14.71,100.0,CRITICAL,76.03
2.874,3.488,55.55,22.39,23.96,19.92,0.03587,96230.6,3.808,8000.0,20927.15,0.378,0.319,1.37,22.63,0.23,0.0,NORMAL,0.0
3.323,3.698,79.85,25.57,29.59,18.59,0.03022,166901.8,0.278,8000.0,20619.27,0.939,0.58,0.988,25.57,0.0,0.0,NORMAL,0.0
2.819,3.372,41.86,22.8,24.04,20.55,0.02798,167236.2,3.648,8000.0,20797.63,0.905,0.5,0.502,22.8,0.0,0.0,NORMAL,0.0
2.725,3.432,59.98,21.11,24.79,18.0,0.02175,85247.1,1.269,8000.0,20565.69,0.556,0.329,1.006,22.0,0.0,0.0,NORMAL,0.0
11.68,3.324,60.49,36.28,47.35,30.27,0.01433,146322.9,0.429,8000.0,20504.98,0.607,0.746,3.056,50.67,14.39,86.44,CRITICAL,68.08
1.492,4.076,33.25,23.57,24.52,23.54,0.03021,140324.9,2.376,8000.0,20619.05,0.612,0.435,1.289,23.57,0.0,0.0,NORMAL,0.0
14.511,3.486,57.97,37.5,51.99,35.61,0.01163,157728.1,0.921,8000.0,20692.35,0.601,0.691,4.829,56.63,19.13,100.0,CRITICAL,81.79
6.516,3.331,31.85,29.69,36.86,24.65,0.01109,162683.4,4.893,8000.0,20947.97,0.588,0.441,1.111,34.61,4.92,2.6,NORMAL,16.09
5.018,3.441,23.37,25.87,30.72,23.7,0.02957,87931.8,0.937,8000.0,20462.97,0.649,0.756,1.037,27.17,1.3,0.0,NORMAL,0.0
12.908,3.463,81.8,35.45,45.9,29.41,0.00718,109861.6,4.672,8000.0,20779.3,0.736,0.218,2.384,49.35,13.9,77.15,CRITICAL,59.84
2.455,3.325,87.58,22.05,24.22,21.69,0.02418,179033.4,4.197,8000.0,21043.29,0.617,0.737,1.328,22.7,0.65,0.0,NORMAL,0.0
10.007,3.898,82.24,36.6,46.21,30.26,0.01165,142287.7,4.233,8000.0,21006.69,0.474,0.761,3.995,45.37,8.77,58.79,HIGH,41.71
4.896,3.866,65.63,29.98,33.76,20.85,0.03494,177742.2,2.202,8000.0,20654.94,0.722,0.708,1.281,32.7,2.72,0.0,NORMAL,0.0
10.233,3.789,16.72,33.52,41.59,30.62,0.01739,110685.3,1.326,8000.0,20687.4,0.522,0.543,3.238,42.36,8.84,40.68,CAUTION,33.36
6.676,4.069,57.77,32.75,40.64,28.21,0.02221,192619.3,2.402,8000.0,20647.29,0.366,0.792,1.313,37.19,4.44,15.08,NORMAL,11.96
1.209,3.254,95.65,22.54,23.03,21.34,0.01516,135553.4,4.771,8000.0,20971.67,0.583,0.397,0.525,22.82,0.28,0.0,NORMAL,0.0
11.204,3.807,91.55,33.83,42.69,33.85,0.00787,138388.8,1.506,8000.0,20590.23,0.714,0.613,3.242,45.71,11.88,63.33,HIGH,47.67
